,step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER,isFlaggedFraud,isFraud
4744,395,52460.26,2086443.57,2138903.83,8383449.12,8330988.86,1,0,0,0,0,0,0
4745,394,55750.83,9821.0,0.0,816284.94,872035.77,0,1,0,0,0,0,0
4746,162,82432.88,816728.53,899161.41,539682.13,457249.25,1,0,0,0,0,0,0
4747,201,233451.91,29.0,233480.91,0.0,0.0,1,0,0,0,0,0,0
4748,358,21608.85,99133.0,77524.15,0.0,0.0,0,0,0,1,0,0,0
4749,352,493809.04,102603.0,0.0,15816.22,509625.26,0,0,0,0,1,0,0
4750,139,19594.05,62556.0,42961.95,0.0,0.0,0,0,0,1,0,0,0
4751,164,5474.8,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4752,209,62305.73,238.0,0.0,28785.1,91090.83,0,1,0,0,0,0,0
4753,38,178302.11,1669028.43,1847330.54,498809.48,320507.37,1,0,0,0,0,0,0
4754,10,25388.28,587224.98,561836.7,0.0,0.0,0,0,0,1,0,0,0
4755,134,276214.85,0.0,0.0,4835731.6,5111946.45,0,1,0,0,0,0,0
4756,229,118651.15,3877324.05,3995975.2,222292.35,103641.2,1,0,0,0,0,0,0
4757,169,9721.46,110547.0,100825.54,0.0,0.0,0,0,0,1,0,0,0
4758,393,61056.05,1890446.99,1951503.04,411186.97,350130.92,1,0,0,0,0,0,0
4759,260,68142.25,37266.0,0.0,0.0,68142.25,0,1,0,0,0,0,0
4760,252,76802.34,0.0,0.0,743861.22,820663.57,0,1,0,0,0,0,0
4761,692,172632.16,0.0,0.0,5933887.68,6106519.85,0,1,0,0,0,0,0
4762,161,82028.81,21334.0,0.0,0.0,82028.81,0,1,0,0,0,0,0
4763,403,278085.29,182.0,0.0,373459.63,651544.91,0,1,0,0,0,0,0
4764,370,110034.34,20158.0,0.0,0.0,110034.34,0,1,0,0,0,0,0
4765,208,79358.81,0.0,0.0,912957.6,992316.4,0,1,0,0,0,0,0
4766,228,88682.13,0.0,0.0,199296.17,287978.3,0,1,0,0,0,0,0
4767,378,9484.03,3779.84,0.0,0.0,0.0,0,0,0,1,0,0,0
4768,42,9322.43,0.0,0.0,171374.59,351598.66,0,1,0,0,0,0,0
4769,205,172720.65,0.0,0.0,915948.31,1088668.96,0,1,0,0,0,0,0
4770,406,3648.5,30350.0,26701.5,0.0,0.0,0,0,0,1,0,0,0
4771,286,168947.38,0.0,0.0,544936.26,713883.65,0,1,0,0,0,0,0
4772,179,231098.3,23720738.17,23951836.47,7910240.41,7415899.69,1,0,0,0,0,0,0
4773,130,36410.92,40575.0,4164.08,0.0,0.0,0,0,0,1,0,0,0
4774,234,138898.46,0.0,0.0,656393.48,795291.94,0,1,0,0,0,0,0
4775,205,151970.77,0.0,0.0,299714.42,451685.2,0,0,0,0,1,0,0
4776,306,176284.64,0.0,0.0,262621.73,438906.37,0,1,0,0,0,0,0
4777,323,2414376.11,107638.0,0.0,562077.57,2976453.68,0,0,0,0,1,0,0
4778,229,11524.98,30797.0,19272.02,0.0,0.0,0,0,0,1,0,0,0
4779,42,14237.66,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4780,14,55786.52,3779580.49,3835367.0,789374.37,777511.96,1,0,0,0,0,0,0
4781,380,121804.4,4144144.01,4265948.41,2150050.42,2028246.02,1,0,0,0,0,0,0
4782,302,291494.13,0.0,0.0,476859.29,768353.42,0,1,0,0,0,0,0
4783,96,204449.7,195793.36,0.0,231988.11,436437.81,0,0,0,0,1,0,0
4784,356,142919.03,1535.0,144454.03,116363.6,0.0,1,0,0,0,0,0,0
4785,284,425474.54,0.0,0.0,859712.46,1285187.0,0,0,0,0,1,0,0
4786,307,106804.89,0.0,0.0,339635.43,446440.32,0,1,0,0,0,0,0
4787,13,34045.39,31159.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4788,688,226724.73,7150296.36,7377021.09,1387651.32,1160926.59,1,0,0,0,0,0,0
4789,12,131645.45,0.0,0.0,2420327.45,2581510.34,0,1,0,0,0,0,0
4790,358,25619.9,4092777.67,4118397.57,215722.8,190102.9,1,0,0,0,0,0,0
4791,154,78231.04,148724.12,226955.17,659993.95,581762.9,1,0,0,0,0,0,0
4792,14,265954.99,177.0,0.0,0.0,342709.73,0,1,0,0,0,0,0
4793,304,474826.59,1355.0,0.0,1050253.77,1525080.36,0,1,0,0,0,0,0
4794,159,139915.78,901037.98,761122.21,0.0,139915.78,0,1,0,0,0,0,0
4795,420,12130.38,21502.0,9371.62,0.0,0.0,0,0,0,1,0,0,0
4796,398,28946.57,8606.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4797,163,9096.51,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4798,370,98736.48,0.0,0.0,151447.91,250184.4,0,1,0,0,0,0,0
4799,375,20961.18,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4800,155,19069.29,9980.98,0.0,0.0,0.0,0,0,0,1,0,0,0
4801,10,509.23,5723.0,5213.77,0.0,0.0,0,0,0,1,0,0,0
4802,254,375992.26,4984583.98,5360576.24,1956294.7,1580302.43,1,0,0,0,0,0,0
4803,301,7840.28,1572.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4804,37,19931.8,4073.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4805,210,8941.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4806,563,197718.55,588.0,0.0,50868.98,248587.53,0,1,0,0,0,0,0
4807,229,86609.24,187.0,86796.24,56461.59,0.0,1,0,0,0,0,0,0
4808,325,4652.45,9541679.94,9546332.39,180117.71,175465.26,1,0,0,0,0,0,0
4809,133,9039.85,33412.0,24372.15,0.0,0.0,0,0,0,1,0,0,0
4810,38,227440.27,15966.0,243406.27,11398.14,0.0,1,0,0,0,0,0,0
4811,356,341712.08,51319.0,0.0,4307511.83,4649223.92,0,1,0,0,0,0,0
4812,163,12235.91,19936.43,7700.52,0.0,0.0,0,0,0,1,0,0,0
4813,185,24430.1,76658.0,52227.9,0.0,24430.1,0,1,0,0,0,0,0
4814,308,43958.86,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4815,160,249053.48,40973.0,290026.48,153770.11,0.0,1,0,0,0,0,0,0
4816,687,275028.53,3254474.05,3529502.58,368173.04,93144.52,1,0,0,0,0,0,0
4817,595,107012.72,0.0,0.0,537913.09,644925.81,0,1,0,0,0,0,0
4818,131,760122.19,328.0,0.0,138899.47,899021.66,0,0,0,0,1,0,0
4819,213,70552.55,0.0,0.0,1016059.14,1086611.69,0,0,0,0,1,0,0
4820,184,343504.82,7636200.18,7979705.0,3352189.88,3008685.05,1,0,0,0,0,0,0
4821,18,20662.22,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4822,327,28385.06,230417.0,202031.94,0.0,0.0,0,0,0,1,0,0,0
4823,370,11593.15,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4824,279,9932.98,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4825,275,36795.18,41483.0,4687.82,208760.41,245555.58,0,1,0,0,0,0,0
4826,304,15868.99,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4827,346,238251.29,0.0,0.0,331469.24,569720.53,0,1,0,0,0,0,0
4828,233,106297.17,325.0,0.0,0.0,106297.17,0,1,0,0,0,0,0
4829,354,30801.17,0.0,0.0,39187.33,69988.51,0,1,0,0,0,0,0
4830,279,51146.59,780.0,51926.59,0.0,0.0,1,0,0,0,0,0,0
4831,160,12777.17,34452.0,21674.83,0.0,0.0,0,0,0,1,0,0,0
4832,300,49295.78,21459.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4833,285,4153.86,19317.0,15163.14,0.0,0.0,0,0,0,1,0,0,0
4834,141,15661.34,33873.0,18211.66,0.0,0.0,0,0,0,1,0,0,0
4835,348,38604.73,15403.0,54007.73,1128100.36,1089495.63,1,0,0,0,0,0,0
4836,41,10309.18,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4837,209,5336.66,76479.0,81815.66,511942.52,506605.86,1,0,0,0,0,0,0
4838,350,15821.08,0.0,0.0,205806.67,221627.75,0,1,0,0,0,0,0
4839,393,157266.01,489.0,157755.01,185679.86,28413.85,1,0,0,0,0,0,0
4840,251,21261.2,0.0,0.0,389213.12,410474.32,0,1,0,0,0,0,0
4841,325,158392.96,2825783.9,2984176.86,289107.76,130714.8,1,0,0,0,0,0,0
4842,262,241467.45,19852.0,261319.45,243393.46,1926.01,1,0,0,0,0,0,0
4843,230,18910.25,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4844,131,156021.98,571482.02,727503.99,276220.07,120198.09,1,0,0,0,0,0,0
4845,17,78149.41,0.0,0.0,1133714.14,1053393.54,0,1,0,0,0,0,0
4846,277,14574.32,19001.0,33575.32,477002.2,462427.88,1,0,0,0,0,0,0
4847,332,9459.96,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4848,394,78336.76,0.0,0.0,308113.3,386450.06,0,1,0,0,0,0,0
4849,18,468032.62,1531541.52,1999574.14,3396127.21,2928094.59,1,0,0,0,0,0,0
4850,404,71742.52,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4851,356,1839.95,7094.0,5254.05,0.0,0.0,0,0,0,1,0,0,0
4852,178,4160.58,0.0,0.0,117979.77,122140.35,0,1,0,0,0,0,0
4853,132,260732.83,0.0,0.0,3036082.3,3296815.12,0,0,0,0,1,0,0
4854,548,4469.96,13838.23,9368.26,0.0,0.0,0,0,0,1,0,0,0
4855,230,283675.95,1855486.73,2139162.68,15197500.79,14913824.84,1,0,0,0,0,0,0
4856,40,402523.61,0.0,0.0,865133.75,1267657.36,0,1,0,0,0,0,0
4857,94,4973.17,241.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4858,692,65932.47,0.0,0.0,202909.54,268842.01,0,1,0,0,0,0,0
4859,20,235762.0,326802.0,91040.0,3383.8,239145.8,0,1,0,0,0,0,0
4860,209,190156.79,0.0,0.0,639038.26,829195.05,0,1,0,0,0,0,0
4861,308,430247.45,359.0,0.0,0.0,430247.45,0,1,0,0,0,0,0
4862,356,15298.22,443.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4863,137,238684.02,0.0,0.0,1125335.11,1364019.12,0,1,0,0,0,0,0
4864,356,2771.09,46562.0,43790.91,1663574.45,1666345.54,0,0,0,0,1,0,0
4865,353,78669.43,4573.0,0.0,0.0,78669.43,0,1,0,0,0,0,0
4866,349,37232.46,29963.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4867,260,146605.38,54.0,146659.38,0.0,0.0,1,0,0,0,0,0,0
4868,251,141479.35,0.0,0.0,234349.8,375829.16,0,1,0,0,0,0,0
4869,346,6602.89,10146.0,3543.11,365300.46,371903.35,0,1,0,0,0,0,0
4870,567,16853.52,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4871,426,27322.86,795.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4872,159,13646.87,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4873,403,268942.74,0.0,0.0,551544.65,820487.39,0,1,0,0,0,0,0
4874,163,3296.3,261106.13,257809.83,0.0,0.0,0,0,0,1,0,0,0
4875,139,7366.78,312.0,0.0,1452224.53,1459591.31,0,1,0,0,0,0,0
4876,135,19536.13,290099.87,270563.74,0.0,0.0,0,0,0,1,0,0,0
4877,161,312183.97,3508111.09,3820295.06,3050894.63,2738710.66,1,0,0,0,0,0,0
4878,255,119794.33,0.0,0.0,788095.56,907889.89,0,0,0,0,1,0,0
4879,563,10290.9,276659.0,286949.9,0.0,0.0,1,0,0,0,0,0,0
4880,250,273033.25,0.0,0.0,397649.15,1564138.83,0,0,0,0,1,0,0
4881,380,812913.16,156590.0,0.0,1322723.49,2135636.65,0,0,0,0,1,0,0
4882,382,154690.97,15031066.23,15185757.2,15587674.11,15432983.14,1,0,0,0,0,0,0
4883,324,2536244.53,0.0,0.0,13840441.73,16376686.26,0,0,0,0,1,0,0
4884,11,15851.41,10515.0,0.0,11362.0,0.0,0,1,0,0,0,0,0
4885,135,182655.82,16131.0,0.0,351927.71,668102.8,0,1,0,0,0,0,0
4886,283,12585.47,361545.31,348959.84,0.0,0.0,0,0,0,1,0,0,0
4887,178,190326.21,0.0,0.0,4180264.07,4370590.28,0,0,0,0,1,0,0
4888,208,14508.23,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4889,382,71416.62,7955000.08,8026416.7,3304859.22,3233442.6,1,0,0,0,0,0,0
4890,684,564171.56,0.0,0.0,4389435.35,4953606.91,0,0,0,0,1,0,0
4891,130,141168.86,0.0,0.0,191764.76,332933.62,0,1,0,0,0,0,0
4892,345,62825.35,0.0,0.0,2829435.85,2892261.2,0,1,0,0,0,0,0
4893,469,6694.97,14021.0,7326.03,0.0,0.0,0,0,0,1,0,0,0
4894,236,255706.5,9728347.47,9984053.97,292723.55,37017.05,1,0,0,0,0,0,0
4895,283,148297.13,170107.0,318404.13,371922.42,223625.29,1,0,0,0,0,0,0
4896,203,161747.53,9539.53,0.0,2459629.0,2621376.52,0,1,0,0,0,0,0
4897,213,153448.57,207671.0,54222.43,1159512.52,1312961.1,0,1,0,0,0,0,0
4898,522,785.6,107858.0,107072.4,0.0,0.0,0,0,0,1,0,0,0
4899,688,58998.84,7403210.39,7462209.23,118898.96,59900.12,1,0,0,0,0,0,0
4900,300,5985.68,391808.93,385823.25,0.0,0.0,0,0,0,1,0,0,0
4901,211,20966.89,1719.01,0.0,541981.61,562948.5,0,1,0,0,0,0,0
4902,229,193185.74,25873.0,0.0,0.0,193185.74,0,1,0,0,0,0,0
4903,380,206514.83,0.0,0.0,319005.56,525520.39,0,1,0,0,0,0,0
4904,225,490182.5,375064.2,0.0,2457056.48,2947238.98,0,1,0,0,0,0,0
4905,372,108223.06,157830.0,49606.94,3089029.8,3197252.85,0,1,0,0,0,0,0
4906,179,10622.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4907,213,163151.38,246042.0,409193.38,0.0,0.0,1,0,0,0,0,0,0
4908,161,13197.04,19606.0,6408.96,0.0,0.0,0,0,0,1,0,0,0
4909,252,26705.87,959.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4910,38,60975.06,0.0,0.0,354646.21,415621.27,0,1,0,0,0,0,0
4911,186,197571.19,134203.49,0.0,521146.88,718718.06,0,0,0,0,1,0,0
4912,15,647313.21,35817.0,0.0,0.0,903613.52,0,0,0,0,1,0,0
4913,396,71681.03,55686.0,0.0,0.0,71681.03,0,1,0,0,0,0,0
4914,11,16651.49,0.0,0.0,82616.23,99267.73,0,0,0,0,1,0,0
4915,299,82369.99,3059.0,0.0,9454975.7,9537345.7,0,1,0,0,0,0,0
4916,138,8062.33,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4917,207,9319.9,52165.0,42845.1,0.0,0.0,0,0,0,1,0,0,0
4918,500,11636.69,13247.0,1610.31,25984.85,37621.55,0,1,0,0,0,0,0
4919,181,13164.43,26524.51,13360.08,233759.06,246923.5,0,1,0,0,0,0,0
4920,160,20177.63,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4921,251,27616.73,1565.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4922,184,18885.13,21449.0,2563.87,0.0,0.0,0,0,0,1,0,0,0
4923,308,186733.05,28454.21,0.0,254621.58,441354.62,0,1,0,0,0,0,0
4924,37,108142.38,0.0,0.0,4363802.37,4471944.74,0,1,0,0,0,0,0
4925,355,223809.09,12579.0,0.0,0.0,223809.09,0,1,0,0,0,0,0
4926,155,219604.78,101556.0,0.0,418454.29,638059.07,0,1,0,0,0,0,0
4927,283,10395.33,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4928,185,52407.69,0.0,0.0,16577076.75,16629484.44,0,1,0,0,0,0,0
4929,374,27607.0,25656691.82,25684298.82,1217604.87,1189997.87,1,0,0,0,0,0,0
4930,402,191402.85,19913.0,0.0,814091.62,1005494.47,0,1,0,0,0,0,0
4931,288,18347.26,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4932,403,86417.52,4705885.89,4792303.41,506977.64,420560.11,1,0,0,0,0,0,0
4933,370,365.86,29448.69,29082.83,0.0,0.0,0,0,0,1,0,0,0
4934,11,17540.74,499683.0,517223.74,27260.0,23368.46,1,0,0,0,0,0,0
4935,595,482008.16,0.0,0.0,596012.93,1078021.09,0,0,0,0,1,0,0
4936,374,15865.71,255645.83,239780.12,0.0,0.0,0,0,0,1,0,0,0
4937,11,95510.13,4035178.45,4130688.59,642323.7,104032.28,1,0,0,0,0,0,0
4938,159,283608.42,315016.26,598624.68,2364839.67,2081231.25,1,0,0,0,0,0,0
4939,135,111167.86,3168857.95,3280025.8,869938.68,758770.82,1,0,0,0,0,0,0
4940,225,166335.91,24486.0,190821.91,2692848.5,2526512.59,1,0,0,0,0,0,0
4941,250,45548.66,0.0,0.0,1797484.9,1843033.56,0,1,0,0,0,0,0
4942,142,4456.91,27827.0,23370.09,0.0,0.0,0,0,0,1,0,0,0
4943,492,1377221.53,19865.0,0.0,223394.22,1600615.75,0,0,0,0,1,0,0
4944,474,110931.37,0.0,0.0,8355105.98,8466037.35,0,0,0,0,1,0,0
4945,131,8915.36,497289.32,488373.95,0.0,0.0,0,0,0,1,0,0,0
4946,301,3560.03,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4947,211,26540.62,921.0,0.0,1394639.32,1421179.94,0,1,0,0,0,0,0
4948,208,58858.22,1136.0,0.0,1773990.68,1832848.9,0,0,0,0,1,0,0
4949,22,5061.41,14870.0,9808.59,0.0,0.0,0,0,0,1,0,0,0
4950,350,9224.27,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4951,180,149641.07,35775.0,0.0,0.0,149641.07,0,1,0,0,0,0,0
4952,394,40176.42,2082246.92,2122423.34,147929.37,107752.95,1,0,0,0,0,0,0
4953,304,114353.96,9966.0,124319.96,590235.46,475881.49,1,0,0,0,0,0,0
4954,350,239841.42,0.0,0.0,629236.22,869077.65,0,1,0,0,0,0,0
4955,230,313792.38,112131.0,0.0,2995777.05,3309569.44,0,1,0,0,0,0,0
4956,162,382014.37,363982.87,0.0,1984402.74,2366417.11,0,1,0,0,0,0,0
4957,351,6944.38,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4958,186,274267.18,11510.0,0.0,1782544.56,2056811.74,0,1,0,0,0,0,0
4959,449,261787.77,67741.73,0.0,621252.58,883040.35,0,1,0,0,0,0,0
4960,333,6499.72,74567.4,68067.69,0.0,0.0,0,0,0,1,0,0,0
4961,12,140074.06,0.0,0.0,294234.73,578661.58,0,1,0,0,0,0,0
4962,225,44582.43,0.0,0.0,168213.46,212795.9,0,1,0,0,0,0,0
4963,328,524925.04,186282.0,711207.04,0.0,0.0,1,0,0,0,0,0,0
4964,325,147600.43,116986.0,0.0,488847.27,636447.7,0,1,0,0,0,0,0
4965,181,117918.4,0.0,0.0,1770384.84,1888303.25,0,1,0,0,0,0,0
4966,355,127984.91,954.0,128938.91,2552096.87,2424111.96,1,0,0,0,0,0,0
4967,263,5000.88,2063.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4968,156,7099.12,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4969,14,46385.43,19869450.4,19915835.83,184292.56,0.0,1,0,0,0,0,0,0
4970,257,812.23,5827.21,5014.97,0.0,0.0,0,0,0,1,0,0,0
4971,201,5112.45,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4972,380,229825.62,10772.0,0.0,0.0,229825.62,0,1,0,0,0,0,0
4973,348,74423.34,0.0,0.0,547648.99,622072.32,0,1,0,0,0,0,0
4974,251,703753.97,14263.0,0.0,0.0,703753.97,0,0,0,0,1,0,0
4975,399,270347.53,0.0,0.0,176171533.91,176441881.43,0,1,0,0,0,0,0
4976,284,3935.07,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4977,212,462705.72,5999.37,0.0,1527374.75,1990080.47,0,0,0,0,1,0,0
4978,356,97130.91,1294314.67,1391445.58,1462510.92,1365380.01,1,0,0,0,0,0,0
4979,44,5426.27,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4980,43,93606.48,105111.0,198717.48,368059.29,274452.8,1,0,0,0,0,0,0
4981,331,3513.22,65199.78,61686.56,0.0,0.0,0,0,0,1,0,0,0
4982,354,70452.98,0.0,0.0,1069088.97,1139541.95,0,1,0,0,0,0,0
4983,306,282360.14,3.0,0.0,393409.84,675769.98,0,1,0,0,0,0,0
4984,132,2921.36,17300851.94,17303773.3,1650973.51,1648052.15,1,0,0,0,0,0,0
4985,332,337630.28,9858230.61,10195860.9,371501.1,33870.82,1,0,0,0,0,0,0
4986,42,769747.2,20267.0,0.0,0.0,769747.2,0,0,0,0,1,0,0
4987,129,170381.65,0.0,0.0,4475891.26,4646272.91,0,0,0,0,1,0,0
4988,233,11573.67,0.0,11573.67,569100.19,557526.52,1,0,0,0,0,0,0
4989,9,313626.75,26432.0,340058.75,0.0,0.0,1,0,0,0,0,0,0
4990,396,49816.59,71.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4991,39,1048.2,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
4992,43,101093.19,0.0,0.0,659902.38,760995.57,0,1,0,0,0,0,0
4993,329,174267.14,7767310.19,7941577.33,954324.77,780057.63,1,0,0,0,0,0,0
4994,323,46990.53,54947.0,7956.47,0.0,0.0,0,0,0,1,0,0,0
4995,164,131609.86,11925.44,0.0,709797.58,841407.44,0,1,0,0,0,0,0
4996,188,433367.29,0.0,0.0,1278019.65,1711386.94,0,0,0,0,1,0,0
4997,355,328388.88,0.0,0.0,5106438.86,5434827.73,0,1,0,0,0,0,0
4998,234,47744.91,330713.38,282968.47,0.0,0.0,0,0,0,1,0,0,0
4999,382,111891.34,10369.0,0.0,0.0,111891.34,0,1,0,0,0,0,0
5000,11,371834.72,79927.0,0.0,0.0,371834.72,0,1,0,0,0,0,0
5001,209,2463.84,41866.0,39402.16,401271.49,403735.32,0,1,0,0,0,0,0
5002,37,9217.87,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5003,350,237911.76,1049.0,0.0,0.0,237911.76,0,1,0,0,0,0,0
5004,297,116920.05,9911686.33,10028606.38,527827.16,410907.1,1,0,0,0,0,0,0
5005,162,260819.83,4091.0,264910.83,138208.0,0.0,1,0,0,0,0,0,0
5006,163,11934.66,31820.0,19885.34,0.0,0.0,0,0,0,1,0,0,0
5007,395,271920.14,29.0,271949.14,208926.59,0.0,1,0,0,0,0,0,0
5008,18,2831.53,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5009,380,77516.52,20485.0,98001.52,56573.61,0.0,1,0,0,0,0,0,0
5010,133,154799.85,304.0,155103.85,1677147.26,1684470.72,1,0,0,0,0,0,0
5011,168,2826.22,20144.0,17317.78,0.0,0.0,0,0,0,1,0,0,0
5012,140,3870.1,4607.15,737.05,0.0,0.0,0,0,0,1,0,0,0
5013,305,180200.73,10344.0,0.0,0.0,239224.45,0,1,0,0,0,0,0
5014,350,100949.16,0.0,0.0,1156373.15,1257322.31,0,1,0,0,0,0,0
5015,400,152719.94,825.0,0.0,63582.74,216302.68,0,1,0,0,0,0,0
5016,189,240137.66,0.0,0.0,11771181.45,12011319.12,0,1,0,0,0,0,0
5017,7,8571.1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5018,228,105243.94,12400.0,117643.94,52095.5,0.0,1,0,0,0,0,0,0
5019,306,57700.96,4690974.25,4748675.21,1469183.99,1411483.03,1,0,0,0,0,0,0
5020,42,15146.67,2408.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5021,16,153853.47,0.0,0.0,1313993.07,1228910.34,0,1,0,0,0,0,0
5022,157,11093.29,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5023,372,182351.09,3867.0,0.0,578284.6,760635.69,0,0,0,0,1,0,0
5024,255,3888.02,32437.0,28548.98,0.0,0.0,0,0,0,1,0,0,0
5025,166,1604.08,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5026,181,201699.84,100670.0,0.0,123626.82,325326.66,0,1,0,0,0,0,0
5027,346,21604.16,913917.0,892312.84,143350.25,164954.41,0,1,0,0,0,0,0
5028,231,16044.76,0.0,0.0,113697.37,129742.13,0,1,0,0,0,0,0
5029,236,182272.92,40803.81,0.0,374591.85,556864.78,0,0,0,0,1,0,0
5030,37,401042.46,0.0,0.0,542304.58,943347.05,0,1,0,0,0,0,0
5031,357,4491.54,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5032,131,94688.31,0.0,0.0,623232.98,717921.29,0,1,0,0,0,0,0
5033,14,137941.42,1176927.77,1314869.19,253400.67,115459.24,1,0,0,0,0,0,0
5034,401,313321.57,576.0,0.0,351996.18,665317.75,0,1,0,0,0,0,0
5035,21,150944.23,119089.0,0.0,227259.79,378204.02,0,1,0,0,0,0,0
5036,574,1411.21,20366.0,18954.79,0.0,0.0,0,0,0,1,0,0,0
5037,20,215016.45,9941.0,224957.45,2696442.99,2481426.54,1,0,0,0,0,0,0
5038,155,24512.34,0.0,0.0,1995532.12,2020044.46,0,1,0,0,0,0,0
5039,15,32178.36,12812894.83,12845073.19,95127.32,62948.96,1,0,0,0,0,0,0
5040,371,1193.19,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5041,544,272372.86,58453.0,0.0,191086.86,463459.72,0,1,0,0,0,0,0
5042,375,8425.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5043,160,88913.56,0.0,0.0,494420.25,583333.81,0,1,0,0,0,0,0
5044,236,279735.72,91627.0,0.0,34777.03,176149.28,0,1,0,0,0,0,0
5045,352,29249.5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5046,276,1753204.96,0.0,0.0,5483157.55,7236362.52,0,0,0,0,1,0,0
5047,288,41402.91,3572.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5048,400,125220.72,3627952.92,3753173.64,2102776.88,1977556.16,1,0,0,0,0,0,0
5049,234,59412.16,0.0,0.0,214585.44,273997.6,0,1,0,0,0,0,0
5050,273,152663.16,9147.0,0.0,557997.39,710660.54,0,1,0,0,0,0,0
5051,207,97700.67,32161.0,0.0,446662.27,544362.94,0,1,0,0,0,0,0
5052,187,83635.16,8620780.38,8704415.54,1098886.11,1015250.95,1,0,0,0,0,0,0
5053,16,280498.42,16590.0,0.0,73142.89,353641.31,0,1,0,0,0,0,0
5054,691,5773.91,135.0,0.0,267576.69,273350.61,0,1,0,0,0,0,0
5055,43,69576.4,12110.0,0.0,175434.35,245010.75,0,1,0,0,0,0,0
5056,19,4916.26,9219.0,4302.74,0.0,0.0,0,0,0,1,0,0,0
5057,376,262424.9,311240.32,573665.22,1289103.09,1026678.19,1,0,0,0,0,0,0
5058,400,200751.95,0.0,0.0,2726361.17,2927113.12,0,1,0,0,0,0,0
5059,10,11785.96,13178.0,1392.04,0.0,0.0,0,0,0,1,0,0,0
5060,398,37613.14,6429948.56,6467561.7,709271.25,671658.11,1,0,0,0,0,0,0
5061,230,1838043.03,51693.0,0.0,0.0,1838043.03,0,0,0,0,1,0,0
5062,378,2779.89,25557.0,22777.11,0.0,0.0,0,0,0,1,0,0,0
5063,187,5763.82,3122379.72,3128143.54,1725055.63,1719291.81,1,0,0,0,0,0,0
5064,179,5016.6,340315.0,335298.4,0.0,0.0,0,0,0,1,0,0,0
5065,228,13481.25,11409.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5066,249,311087.37,0.0,0.0,2930290.02,3241377.38,0,1,0,0,0,0,0
5067,186,120848.07,0.0,0.0,290552.17,411400.24,0,1,0,0,0,0,0
